subcarrier_index,fft_bin,freq_hz,reference_i,reference_q,after_h1_equalized_i,after_h1_equalized_q,after_plan_b_equalized_i,after_plan_b_equalized_q,after_plan_b_fixed_equalized_i,after_plan_b_fixed_equalized_q,plan_b_abs,plan_b_phase_rad,plan_b_fixed_abs,plan_b_fixed_phase_rad
3450,22838,4181762695.312500,3.904253304380e+01,-1.171275991314e+02,3.470516279219e+01,-1.171663874876e+02,3.925155357209e+01,-1.169116108047e+02,3.924139056575e+01,-1.169147663335e+02,1.018931754304e+00,-0.462633743691,1.018926317742e+00,-0.462640390758
3451,22839,4181945800.781250,3.904253304380e+01,-1.171275991314e+02,3.453491988387e+01,-1.171857465364e+02,3.909957193741e+01,-1.169361662397e+02,3.908929673767e+01,-1.169393307294e+02,1.018972620670e+00,-0.473013501738,1.018967068088e+00,-0.473021038923
3452,22840,4182128906.250000,1.171275991314e+02,-1.952126652190e+02,1.088537293614e+02,-1.972032565758e+02,1.170053713093e+02,-1.949259941841e+02,1.169879430040e+02,-1.949358686293e+02,1.019013555977e+00,-0.483393918687,1.019007873069e+00,-0.483402348503
3453,22841,4182312011.718750,1.952126652190e+02,-1.171275991314e+02,1.887648920775e+02,-1.229068358768e+02,1.949150204085e+02,-1.170414917545e+02,1.949041455587e+02,-1.170585619036e+02,1.019054558693e+00,-0.493774993205,1.019048731184e+00,-0.493784318013
3454,22842,4182495117.187500,-3.904253304380e+01,-3.904253304380e+01,-4.004852091919e+01,-3.715805850348e+01,-3.902727557386e+01,-3.895818166302e+01,-3.903068009379e+01,-3.895457509461e+01,1.019095627257e+00,-0.504156723947,1.019089640905e+00,-0.504166945954
3455,22843,4182678222.656250,-2.732977313066e+02,2.732977313066e+02,-2.599145131953e+02,2.805176528263e+02,-2.725713421203e+02,2.733486390252e+02,-2.725457859512e+02,2.733726610759e+02,1.019136760079e+00,-0.514539109558,1.019130600677e+00,-0.514550230817
3456,22844,4182861328.125000,-2.732977313066e+02,1.171275991314e+02,-2.657147901363e+02,1.262903784602e+02,-2.727412503744e+02,1.175231519654e+02,-2.727296879645e+02,1.175478356942e+02,1.019177955542e+00,-0.524922148671,1.019171608921e+00,-0.524934171080
3457,22845,4183044433.593750,-1.952126652190e+02,-3.904253304380e+01,-1.945197269886e+02,-3.102822848972e+01,-1.950763980921e+02,-3.856027099021e+01,-1.950793736264e+02,-3.854207807599e+01,1.019219211998e+00,-0.535305839910,1.019212664031e+00,-0.535318765213
3458,22846,4183227539.062500,-3.904253304380e+01,1.952126652190e+02,-3.110294970128e+01,1.945159715524e+02,-3.866529285113e+01,1.950721382117e+02,-3.864691233547e+01,1.950751178735e+02,1.019260527776e+00,-0.545690181888,1.019253764376e+00,-0.545704011675
3459,22847,4183410644.531250,2.732977313066e+02,2.732977313066e+02,2.806360400635e+02,2.598385958767e+02,2.733570986464e+02,2.727018574400e+02,2.733819120113e+02,2.726750721007e+02,1.019301901175e+00,-0.556075173212,1.019294908301e+00,-0.556089908915
3460,22848,4183593750.000000,3.904253304380e+01,1.952126652190e+02,4.596254695720e+01,1.915663445752e+02,3.913984718419e+01,1.950105862831e+02,3.915830885427e+01,1.950061228908e+02,1.019343330468e+00,-0.566460812476,1.019336094129e+00,-0.566476455372
3461,22849,4183776855.468750,-1.171275991314e+02,-2.732977313066e+02,-1.260242998936e+02,-2.658977600001e+02,-1.170751727854e+02,-2.730556911129e+02,-1.171010130893e+02,-2.730433224309e+02,1.019384813903e+00,-0.576847098269,1.019377320156e+00,-0.576863649480
3462,22850,4183959960.937500,-1.171275991314e+02,3.904253304380e+01,-1.143932339301e+02,4.293766916496e+01,-1.170554692681e+02,3.897155419215e+01,-1.170511804949e+02,3.898277425583e+01,1.019426349703e+00,-0.587234029171,1.019418584658e+00,-0.587251489660
3463,22851,4184143066.406250,-1.952126652190e+02,1.171275991314e+02,-1.886893894765e+02,1.231438648814e+02,-1.950957383963e+02,1.170494786322e+02,-1.950833601207e+02,1.170681053077e+02,1.019467936066e+00,-0.597621603754,1.019459885886e+00,-0.597639974329
3464,22852,4184326171.875000,2.732977313066e+02,-3.904253304380e+01,2.688272961238e+02,-4.903162792440e+01,2.731434163616e+02,-3.917083360046e+01,2.731382151732e+02,-3.919771886300e+01,1.019509571164e+00,-0.608009820584,1.019501222071e+00,-0.608029101896
3465,22853,4184509277.343750,-1.952126652190e+02,2.732977313066e+02,-1.824859882079e+02,2.779088950858e+02,-1.948395806462e+02,2.734162344397e+02,-1.948112255813e+02,2.734343242003e+02,1.019551253146e+00,-0.618398678221,1.019542591423e+00,-0.618418870764
3466,22854,4184692382.812500,3.904253304380e+01,1.171275991314e+02,4.325015970309e+01,1.143204585094e+02,3.923030259825e+01,1.170351093956e+02,3.924190635198e+01,1.170305098558e+02,1.019592980140e+00,-0.628788175218,1.019583992129e+00,-0.628809279328
3467,22855,4184875488.281250,2.732977313066e+02,-3.904253304380e+01,2.687937481606e+02,-4.961745141590e+01,2.731821749268e+02,-3.965382205004e+01,2.731765533276e+02,-3.968143069815e+01,1.019634750249e+00,-0.639178310124,1.019625422357e+00,-0.639200325979
3468,22856,4185058593.750000,3.904253304380e+01,-1.952126652190e+02,3.066606403082e+01,-1.947000473389e+02,3.852263654932e+01,-1.952997566643e+02,3.850231751732e+01,-1.953025202439e+02,1.019676561552e+00,-0.649569081482,1.019666880255e+00,-0.649592009104
3469,22857,4185241699.218750,3.904253304380e+01,1.171275991314e+02,4.340215358784e+01,1.142379297902e+02,3.934321301605e+01,1.169884082530e+02,3.935509606253e+01,1.169835665688e+02,1.019718412110e+00,-0.659960487831,1.019708363950e+00,-0.659984327083
3470,22858,4185424804.687500,-3.904253304380e+01,1.952126652190e+02,-3.058860869122e+01,1.946095944280e+02,-3.849769887804e+01,1.952169542414e+02,-3.847699832251e+01,1.952196442460e+02,1.019760299960e+00,-0.670352527706,1.019749871553e+00,-0.670377278293
3471,22859,4185607910.156250,-2.732977313066e+02,2.732977313066e+02,-2.588806902927e+02,2.813963725647e+02,-2.723572551768e+02,2.738382136005e+02,-2.723263600038e+02,2.738649922350e+02,1.019802223120e+00,-0.680745199638,1.019791401153e+00,-0.680770861107
3472,22860,4185791015.625000,3.904253304380e+01,1.171275991314e+02,4.342291934962e+01,1.141291260769e+02,3.932546862535e+01,1.169099163857e+02,3.933762312016e+01,1.169048325112e+02,1.019844179586e+00,-0.691138502156,1.019832950824e+00,-0.691165073898
3473,22861,4185974121.093750,-1.171275991314e+02,1.952126652190e+02,-1.076142187801e+02,1.977131800743e+02,-1.164535488351e+02,1.953080268297e+02,-1.164316218448e+02,1.953189669959e+02,1.019886167335e+00,-0.701532433785,1.019874518622e+00,-0.701559915031
3474,22862,4186157226.562500,3.904253304380e+01,-3.904253304380e+01,3.696760445333e+01,-4.018292954989e+01,3.891267984624e+01,-3.909270929490e+01,3.890811254780e+01,-3.909659524031e+01,1.019928184326e+00,-0.711926993049,1.019916102585e+00,-0.711955382874
3475,22863,4186340332.031250,-3.904253304380e+01,-2.732977313066e+02,-4.973133057128e+01,-2.684819150530e+02,-3.949691435763e+01,-2.730048100892e+02,-3.952640420159e+01,-2.729980570754e+02,1.019970228498e+00,-0.722322178472,1.019957700736e+00,-0.722351475790
3476,22864,4186523437.500000,1.171275991314e+02,2.732977313066e+02,1.268115480266e+02,2.653889318284e+02,1.173981729907e+02,2.729828013275e+02,1.174271643411e+02,2.729673021598e+02,1.020012297772e+00,-0.732717988573,1.019999311081e+00,-0.732748192144
3477,22865,4186706542.968750,1.171275991314e+02,2.732977313066e+02,1.267275229022e+02,2.654814195386e+02,1.172782920627e+02,2.730996221698e+02,1.173074946272e+02,2.730839009750e+02,1.020054390052e+00,-0.743114421874,1.020040931611e+00,-0.743145530297
3478,22866,4186889648.437500,-1.171275991314e+02,2.732977313066e+02,-1.049718149418e+02,2.748617234987e+02,-1.170473452873e+02,2.732639641761e+02,-1.170155136613e+02,2.732742651993e+02,1.020096503224e+00,-0.753511476894,1.020082560303e+00,-0.753543488614
3479,22867,4187072753.906250,-3.904253304380e+01,3.904253304380e+01,-3.707288136695e+01,4.013281252630e+01,-3.905087781324e+01,3.902011896195e+01,-3.904604744052e+01,3.902411008363e+01,1.020138635158e+00,-0.763909152155,1.020124195119e+00,-0.763942065456
3480,22868,4187255859.375000,-1.952126652190e+02,2.732977313066e+02,-1.824152732005e+02,2.776894694804e+02,-1.954334729430e+02,2.729708349928e+02,-1.954001732484e+02,2.729900129364e+02,1.020180783709e+00,-0.774307446179,1.020165834008e+00,-0.774341259190
3481,22869,4187438964.843750,2.732977313066e+02,-2.732977313066e+02,2.596933193191e+02,-2.804784516851e+02,2.736165248377e+02,-2.726290569080e+02,2.735819922154e+02,-2.726572546325e+02,1.020222946714e+00,-0.784706357487,1.020207474904e+00,-0.784741068179
3482,22870,4187622070.312500,-1.952126652190e+02,-1.171275991314e+02,-1.972565564148e+02,-1.084122454756e+02,-1.947485012208e+02,-1.175158770319e+02,-1.947597003403e+02,-1.174918902546e+02,1.020265121998e+00,-0.795105884605,1.020249115731e+00,-0.795141490793
3483,22871,4187805175.781250,1.171275991314e+02,-3.904253304380e+01,1.142541020604e+02,-4.288265147377e+01,1.171240571738e+02,-3.862288369466e+01,1.171180456820e+02,-3.863604796524e+01,1.020307307368e+00,-0.805506026060,1.020290754397e+00,-0.805542525403
3484,22872,4187988281.250000,-1.171275991314e+02,-1.952126652190e+02,-1.227484695371e+02,-1.885240667787e+02,-1.162064267937e+02,-1.954112566662e+02,-1.162278378542e+02,-1.953949767295e+02,1.020349500622e+00,-0.815906780381,1.020332388803e+00,-0.815944170380
3485,22873,4188171386.718750,2.732977313066e+02,3.904253304380e+01,2.713688152386e+02,2.843136578335e+01,2.728634649804e+02,3.989250039869e+01,2.728643784321e+02,3.985962305094e+01,1.020391699540e+00,-0.826308146101,1.020374016834e+00,-0.826346424102
3486,22874,4188354492.187500,3.904253304380e+01,1.952126652190e+02,4.597077117682e+01,1.913524051227e+02,3.851452949277e+01,1.951396188789e+02,3.853725914805e+01,1.951321849118e+02,1.020433901891e+00,-0.836710121757,1.020415636369e+00,-0.836749284950
3487,22875,4188537597.656250,1.952126652190e+02,1.171275991314e+02,1.974090360553e+02,1.081456168959e+02,1.948787764011e+02,1.174015038421e+02,1.948899465777e+02,1.173762949968e+02,1.020476105433e+00,-0.847112705889,1.020457245273e+00,-0.847152751309
3488,22876,4188720703.125000,3.904253304380e+01,1.952126652190e+02,4.632203348823e+01,1.913480888852e+02,3.882342861224e+01,1.951757187201e+02,3.884646233271e+01,1.951679483196e+02,1.020518307910e+00,-0.857515897042,1.020498841405e+00,-0.857556821569
3489,22877,4188903808.593750,-3.904253304380e+01,1.171275991314e+02,-3.383836765211e+01,1.173392824585e+02,-3.907133208507e+01,1.170974920396e+02,-3.905640468952e+01,1.171003489613e+02,1.020560507056e+00,-0.867919693767,1.020540422611e+00,-0.867961494127
3490,22878,4189086914.062500,3.904253304380e+01,-1.171275991314e+02,3.378637630012e+01,-1.173470329784e+02,3.903534879747e+01,-1.171074683876e+02,3.902029272569e+01,-1.171102832822e+02,1.020602700595e+00,-0.878324094619,1.020581986730e+00,-0.878366767384
3491,22879,4189270019.531250,-1.952126652190e+02,-1.171275991314e+02,-1.976360959295e+02,-1.077303437509e+02,-1.950990989772e+02,-1.171083601377e+02,-1.951101710253e+02,-1.170821489954e+02,1.020644886238e+00,-0.888729098161,1.020623531596e+00,-0.888772639748
3492,22880,4189453125.000000,1.171275991314e+02,-2.732977313066e+02,1.045208396558e+02,-2.746755926701e+02,1.171389512451e+02,-2.730439453746e+02,1.171027743482e+02,-2.730535811896e+02,1.020687061691e+00,-0.899134702959,1.020665055031e+00,-0.899179109634
3493,22881,4189636230.468750,-3.904253304380e+01,-1.171275991314e+02,-4.331306078430e+01,-1.140414971849e+02,-3.893551976007e+01,-1.170243076676e+02,-3.894947973821e+01,-1.170172128606e+02,1.020729224646e+00,-0.909540907590,1.020706554852e+00,-0.909586175465
3494,22882,4189819335.937500,-1.952126652190e+02,3.904253304380e+01,-1.910670221951e+02,4.646458013596e+01,-1.949749983866e+02,3.884406939395e+01,-1.949662831569e+02,3.886796337577e+01,1.020771372790e+00,-0.919947710636,1.020748028870e+00,-0.919993835670
3495,22883,4190002441.406250,-1.952126652190e+02,2.732977313066e+02,-1.814990248297e+02,2.775486414450e+02,-1.951382073156e+02,2.726672731260e+02,-1.950995576442e+02,2.726866126322e+02,1.020813503800e+00,-0.930355110687,1.020789474888e+00,-0.930402088689
3496,22884,4190185546.875000,1.952126652190e+02,-2.732977313066e+02,1.811971332429e+02,-2.778561423321e+02,1.948873679319e+02,-2.729784157908e+02,1.948483151319e+02,-2.729976997176e+02,1.020855615346e+00,-0.940763106341,1.020830890707e+00,-0.940810932969
3497,22885,4190368652.343750,1.952126652190e+02,-2.732977313066e+02,1.808947534120e+02,-2.781633238506e+02,1.946359091724e+02,-2.732894578653e+02,1.945964522910e+02,-2.733086815790e+02,1.020897705093e+00,-0.951171696207,1.020872274120e+00,-0.951220366966
3498,22886,4190551757.812500,1.171275991314e+02,2.732977313066e+02,1.277595440791e+02,2.646098904831e+02,1.177374596287e+02,2.728095678726e+02,1.177702731270e+02,2.727882048816e+02,1.020939770695e+00,-0.961580878899,1.020913622915e+00,-0.961630389149
3499,22887,4190734863.281250,-1.952126652190e+02,-3.904253304380e+01,-1.945440888907e+02,-2.964270470520e+01,-1.952812116443e+02,-3.830869035808e+01,-1.952817354129e+02,-3.828228073467e+01,1.020981809805e+00,-0.971990653044,1.020954934880e+00,-0.972040997992
3500,22888,4190917968.750000,-1.171275991314e+02,-2.732977313066e+02,-1.285022368143e+02,-2.644319274748e+02,-1.184403268354e+02,-2.727122180610e+02,-1.184734048388e+02,-2.726901744526e+02,1.021023820068e+00,-0.982401017279,1.020996207796e+00,-0.982452191984
3501,22889,4191101074.218750,-1.952126652190e+02,1.952126652190e+02,-1.836419329193e+02,2.019696010051e+02,-1.942811809202e+02,1.961362725370e+02,-1.942504649635e+02,1.961572102534e+02,1.021065799124e+00,-0.992811970249,1.021037439442e+00,-0.992863969624
3502,22890,4191284179.687500,1.171275991314e+02,-1.952126652190e+02,1.066887002474e+02,-1.981596672490e+02,1.163900380517e+02,-1.956064126512e+02,1.163610445303e+02,-1.956170013003e+02,1.021107744610e+00,-1.003223510611,1.021078627594e+00,-1.003276329421
3503,22891,4191467285.156250,-3.904253304380e+01,2.732977313066e+02,-2.624548811220e+01,2.715969496276e+02,-3.832232675032e+01,2.733034036228e+02,-3.828468818128e+01,2.733014615204e+02,1.021149654157e+00,-1.013635637035,1.021119770028e+00,-1.013689269898
3504,22892,4191650390.625000,3.904253304380e+01,3.904253304380e+01,4.026208587354e+01,3.682209892206e+01,3.908115428412e+01,3.896372572073e+01,3.908536865933e+01,3.895741429894e+01,1.021191525396e+00,-1.024048348200,1.021160864518e+00,-1.024102789589
3505,22893,4191833496.093750,1.171275991314e+02,1.952126652190e+02,1.240191477586e+02,1.876310365140e+02,1.171303428510e+02,1.950299758096e+02,1.171536001745e+02,1.950087272924e+02,1.021233355952e+00,-1.034461642799,1.021201908834e+00,-1.034516887042
3506,22894,4192016601.562500,1.171275991314e+02,-1.171275991314e+02,1.106363067020e+02,-1.205353034253e+02,1.170886234776e+02,-1.169650195714e+02,1.170693496299e+02,-1.169777068467e+02,1.021275143448e+00,-1.044875519538,1.021242900750e+00,-1.044931560820
3507,22895,4192199707.031250,-1.171275991314e+02,-1.171275991314e+02,-1.205471851821e+02,-1.105457969484e+02,-1.169723729938e+02,-1.170158548355e+02,-1.169850524897e+02,-1.169963956065e+02,1.021316885509e+00,-1.055289977133,1.021283838038e+00,-1.055346809495
3508,22896,4192382812.500000,-1.171275991314e+02,-1.171275991314e+02,-1.205590094090e+02,-1.104552994329e+02,-1.169797495455e+02,-1.169430185402e+02,-1.169924193810e+02,-1.169233737177e+02,1.021358579754e+00,-1.065705014317,1.021324718469e+00,-1.065762631658
3509,22897,4192565917.968750,1.952126652190e+02,2.732977313066e+02,2.043532808431e+02,2.609198870849e+02,1.950175925395e+02,2.727359451956e+02,1.950495193296e+02,2.727005034438e+02,1.021400223803e+00,-1.076120629835,1.021365539818e+00,-1.076179025912
3510,22898,4192749023.437500,-2.732977313066e+02,3.904253304380e+01,-2.676149403292e+02,5.050230585311e+01,-2.727240932777e+02,3.919561726644e+01,-2.727100494910e+02,3.923249360849e+01,1.021441815276e+00,-1.086536822446,1.021406299859e+00,-1.086595990876
3511,22899,4192932128.906250,-2.732977313066e+02,-3.904253304380e+01,-2.709760633817e+02,-2.631770382156e+01,-2.727267860632e+02,-3.863012430874e+01,-2.727234230069e+02,-3.859055803362e+01,1.021483351794e+00,-1.096953590925,1.021446996370e+00,-1.097013525184
3512,22900,4193115234.375000,3.904253304380e+01,1.952126652190e+02,4.714018527035e+01,1.906226277672e+02,3.916588640441e+01,1.947809296542e+02,3.919211121718e+01,1.947689560397e+02,1.021524830977e+00,-1.107370934060,1.021487627130e+00,-1.107431627488
3513,22901,4193298339.843750,2.732977313066e+02,1.171275991314e+02,2.746104437557e+02,1.034243025610e+02,2.729736189163e+02,1.167989303408e+02,2.729809567703e+02,1.167561939350e+02,1.021566250448e+00,-1.117788850656,1.021528189921e+00,-1.117850296454
3514,22902,4193481445.312500,2.732977313066e+02,3.904253304380e+01,2.713011146065e+02,2.654519109638e+01,2.730654845033e+02,3.897020880571e+01,2.730615622835e+02,3.892985701098e+01,1.021607607830e+00,-1.128207339533,1.021568682530e+00,-1.128269530764
3515,22903,4193664550.781250,-3.904253304380e+01,-3.904253304380e+01,-4.023157548494e+01,-3.683631116671e+01,-3.901878042758e+01,-3.904265859572e+01,-3.902299673679e+01,-3.903566687824e+01,1.021648900749e+00,-1.138626399527,1.021609102745e+00,-1.138689329121
3516,22904,4193847656.250000,-1.171275991314e+02,-3.904253304380e+01,-1.173500239943e+02,-3.349815826415e+01,-1.171292189384e+02,-3.914092677020e+01,-1.171305972360e+02,-3.912259620174e+01,1.021690126835e+00,-1.149046029491,1.021649448361e+00,-1.149109690241
3517,22905,4194030761.718750,-3.904253304380e+01,1.952126652190e+02,-3.015516379986e+01,1.945224751830e+02,-3.925371238397e+01,1.953007627275e+02,-3.922391787416e+01,1.952991668590e+02,1.021731283718e+00,-1.159466228295,1.021689717176e+00,-1.159530612862
3518,22906,4194213867.187500,-1.952126652190e+02,-1.952126652190e+02,-2.013374934506e+02,-1.840914805299e+02,-1.952394181596e+02,-1.952175994772e+02,-1.952604199752e+02,-1.951816786480e+02,1.021772369035e+00,-1.169886994825,1.021729906995e+00,-1.169952095736
3519,22907,4194396972.656250,-3.904253304380e+01,-1.952126652190e+02,-4.735069149272e+01,-1.908222487334e+02,-3.923158532089e+01,-1.950772448908e+02,-3.925863302664e+01,-1.950638728446e+02,1.021813380424e+00,-1.180308327987,1.021770015626e+00,-1.180374137639
3520,22908,4194580078.125000,2.732977313066e+02,2.732977313066e+02,2.821077352060e+02,2.567885304293e+02,2.735789194717e+02,2.724459658390e+02,2.736080956668e+02,2.723947973081e+02,1.021854315532e+00,-1.190730226703,1.021810040887e+00,-1.190796737360
3521,22909,4194763183.593750,-1.171275991314e+02,-1.952126652190e+02,-1.246540568007e+02,-1.867856716114e+02,-1.175405628560e+02,-1.945379521076e+02,-1.175645385654e+02,-1.945126133529e+02,1.021895172006e+00,-1.201152689913,1.021849980599e+00,-1.201219893713
3522,22910,4194946289.062500,-1.171275991314e+02,-3.904253304380e+01,-1.172185150428e+02,-3.276546558092e+01,-1.170326035000e+02,-3.847893724058e+01,-1.170334345443e+02,-3.845993460413e+01,1.021935947503e+00,-1.211575716578,1.021889832591e+00,-1.211643605528
